customer_id,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,num_support_tickets,senior_citizen,churn
CUST_0358,42,72.38,3039.96,two-year,credit_card,none,7,1,0
CUST_0359,69,55.79,3849.51,one-year,bank_transfer,dsl,4,1,0
CUST_0360,44,69.26,3047.44,month-to-month,mailed_check,dsl,0,0,1
CUST_0361,59,21.47,1266.73,month-to-month,mailed_check,dsl,0,1,1
CUST_0362,17,99.39,1689.63,one-year,bank_transfer,dsl,1,1,1
CUST_0363,48,79.81,3830.88,two-year,bank_transfer,fiber_optic,6,1,0
CUST_0364,30,58.63,1758.9,month-to-month,credit_card,fiber_optic,3,1,1
CUST_0365,29,66.75,1935.75,one-year,credit_card,fiber_optic,5,0,0
CUST_0366,55,82.46,4535.3,one-year,credit_card,fiber_optic,6,0,0
CUST_0367,14,29.29,410.06,one-year,electronic_check,fiber_optic,6,0,0
CUST_0368,19,26.16,497.04,two-year,credit_card,none,2,1,0
CUST_0369,28,76.53,2142.84,month-to-month,mailed_check,none,7,0,1
CUST_0370,13,32.6,423.8,month-to-month,mailed_check,dsl,6,1,0
CUST_0371,32,44.93,1437.76,month-to-month,bank_transfer,none,9,1,0
CUST_0372,4,96.31,385.24,two-year,electronic_check,fiber_optic,8,0,0
CUST_0373,38,78.16,2970.08,month-to-month,mailed_check,dsl,1,0,1
CUST_0374,10,67.55,675.5,month-to-month,electronic_check,dsl,2,1,0
CUST_0375,54,52.89,2856.06,two-year,bank_transfer,dsl,1,0,0
CUST_0376,2,43.6,87.2,month-to-month,credit_card,dsl,8,1,1
CUST_0377,65,89.04,5787.6,one-year,mailed_check,fiber_optic,8,0,1
CUST_0378,40,27.11,1084.4,month-to-month,bank_transfer,none,5,1,0
CUST_0379,9,47.92,431.28,one-year,bank_transfer,fiber_optic,3,0,0
CUST_0380,15,60.8,912.0,two-year,credit_card,dsl,2,0,1
CUST_0381,18,83.13,1496.34,month-to-month,mailed_check,dsl,8,1,1
CUST_0382,17,87.48,1487.16,one-year,credit_card,fiber_optic,5,1,1
CUST_0383,9,43.67,393.03,two-year,credit_card,dsl,7,1,1
CUST_0384,22,53.09,1167.98,one-year,credit_card,none,1,0,0
CUST_0385,1,23.96,23.96,month-to-month,bank_transfer,fiber_optic,7,1,1
CUST_0386,20,36.11,722.2,month-to-month,mailed_check,fiber_optic,5,0,1
CUST_0387,41,44.41,1820.81,month-to-month,electronic_check,fiber_optic,8,0,1
CUST_0388,67,108.33,7258.11,one-year,credit_card,dsl,4,1,0
CUST_0389,71,61.11,4338.81,one-year,bank_transfer,dsl,9,1,0
CUST_0390,32,61.75,1976.0,two-year,mailed_check,fiber_optic,8,0,1
CUST_0391,53,22.15,1173.95,two-year,electronic_check,none,0,1,1
CUST_0392,49,96.41,4724.09,two-year,electronic_check,fiber_optic,3,0,0
CUST_0393,8,107.53,860.24,month-to-month,electronic_check,fiber_optic,0,0,0
CUST_0394,67,57.18,3831.06,one-year,mailed_check,none,1,0,0
CUST_0395,51,26.73,1363.23,two-year,credit_card,dsl,2,0,0
CUST_0396,41,103.34,4236.94,one-year,electronic_check,dsl,7,1,1
CUST_0397,26,32.25,838.5,two-year,credit_card,fiber_optic,1,0,0
CUST_0398,41,56.59,2320.19,two-year,electronic_check,fiber_optic,7,1,0
CUST_0399,16,28.14,450.24,two-year,electronic_check,none,9,0,1
CUST_0400,42,33.35,1400.7,two-year,bank_transfer,dsl,6,0,0
CUST_0401,34,93.81,3189.54,month-to-month,credit_card,dsl,7,0,1
CUST_0402,14,92.35,1292.9,month-to-month,credit_card,fiber_optic,0,0,1
CUST_0403,52,53.5,2782.0,two-year,credit_card,none,9,1,0
CUST_0404,10,21.96,219.6,month-to-month,bank_transfer,none,7,0,1
CUST_0405,43,31.03,1334.29,one-year,credit_card,fiber_optic,9,1,0
CUST_0406,51,64.65,3297.15,one-year,mailed_check,fiber_optic,5,0,0
CUST_0407,36,45.19,1626.84,month-to-month,credit_card,none,9,0,0
CUST_0408,64,57.08,3653.12,two-year,mailed_check,fiber_optic,1,1,0
CUST_0409,54,37.95,2049.3,two-year,bank_transfer,none,8,0,0
CUST_0410,46,63.17,2905.82,one-year,electronic_check,none,8,1,0
CUST_0411,24,22.35,536.4,two-year,bank_transfer,fiber_optic,4,0,0
CUST_0412,61,67.65,4126.65,two-year,bank_transfer,fiber_optic,1,0,0
CUST_0413,35,68.03,2381.05,two-year,credit_card,fiber_optic,9,1,0
CUST_0414,23,35.85,824.55,two-year,electronic_check,none,5,0,0
CUST_0415,46,105.28,4842.88,two-year,bank_transfer,none,3,1,0
CUST_0416,23,64.14,1475.22,month-to-month,credit_card,fiber_optic,9,0,1
CUST_0417,62,20.06,1243.72,two-year,bank_transfer,fiber_optic,5,0,0
CUST_0418,42,25.36,1065.12,month-to-month,bank_transfer,fiber_optic,8,1,0
CUST_0419,48,83.41,4003.68,two-year,mailed_check,none,1,1,0
CUST_0420,18,107.83,1940.94,two-year,mailed_check,none,7,1,1
CUST_0421,72,82.42,5934.24,two-year,electronic_check,fiber_optic,9,0,1
CUST_0422,38,31.46,1195.48,two-year,credit_card,none,9,1,0
CUST_0423,5,36.39,181.95,one-year,bank_transfer,none,9,0,0
CUST_0424,19,49.81,946.39,month-to-month,bank_transfer,dsl,5,0,0
CUST_0425,12,93.95,1127.4,two-year,electronic_check,dsl,0,1,1
CUST_0426,9,51.54,463.86,month-to-month,credit_card,fiber_optic,6,1,0
CUST_0427,22,99.61,2191.42,one-year,mailed_check,dsl,8,1,1
CUST_0428,62,90.99,5641.38,two-year,bank_transfer,fiber_optic,7,0,0
CUST_0429,5,46.54,232.7,one-year,electronic_check,fiber_optic,1,1,1
CUST_0430,49,34.48,1689.52,month-to-month,credit_card,dsl,9,1,0
CUST_0431,56,104.82,5869.92,month-to-month,mailed_check,fiber_optic,0,0,1
CUST_0432,25,56.84,1421.0,two-year,electronic_check,none,4,1,0
CUST_0433,7,55.36,387.52,two-year,mailed_check,fiber_optic,0,1,1
CUST_0434,12,46.51,558.12,two-year,mailed_check,fiber_optic,1,0,0
CUST_0435,38,107.94,4101.72,one-year,credit_card,dsl,6,1,0
CUST_0436,34,28.2,958.8,two-year,mailed_check,fiber_optic,5,1,0
CUST_0437,58,24.02,1393.16,one-year,mailed_check,dsl,3,1,0
CUST_0438,20,87.7,1754.0,two-year,credit_card,fiber_optic,5,1,0
CUST_0439,30,69.82,2094.6,one-year,mailed_check,none,7,0,0
CUST_0440,11,55.53,610.83,two-year,credit_card,none,9,0,1
CUST_0441,58,35.56,2062.48,month-to-month,bank_transfer,fiber_optic,2,0,0
CUST_0442,56,38.17,2137.52,two-year,bank_transfer,none,4,1,0
CUST_0443,9,27.83,250.47,two-year,mailed_check,none,5,1,0
CUST_0444,2,90.79,181.58,two-year,mailed_check,fiber_optic,6,0,1
CUST_0445,13,103.24,1342.12,two-year,credit_card,dsl,8,1,0
CUST_0446,34,54.47,1851.98,one-year,mailed_check,fiber_optic,2,1,0
CUST_0447,52,23.49,1221.48,one-year,bank_transfer,fiber_optic,7,1,0
CUST_0448,3,50.41,151.23,one-year,electronic_check,dsl,7,0,0
CUST_0449,30,32.09,962.7,two-year,mailed_check,dsl,4,1,0
CUST_0450,12,36.91,442.92,month-to-month,mailed_check,none,7,1,0
CUST_0451,66,91.23,6021.18,month-to-month,electronic_check,none,8,1,1
CUST_0452,68,99.14,6741.52,month-to-month,bank_transfer,fiber_optic,3,0,1
CUST_0453,59,24.55,1448.45,one-year,bank_transfer,dsl,5,1,0
CUST_0454,16,81.31,1300.96,month-to-month,electronic_check,dsl,9,1,1
CUST_0455,61,72.82,4442.02,one-year,electronic_check,fiber_optic,4,0,1
CUST_0456,50,24.47,1223.5,two-year,bank_transfer,fiber_optic,3,0,0
CUST_0457,53,66.2,3508.6,two-year,credit_card,dsl,2,0,0
CUST_0458,2,40.14,80.28,two-year,electronic_check,none,4,1,0
CUST_0459,45,61.31,2758.95,month-to-month,mailed_check,dsl,8,1,0
CUST_0460,1,66.04,66.04,two-year,electronic_check,none,9,1,1
CUST_0461,14,63.36,887.04,one-year,electronic_check,none,5,1,1
CUST_0462,39,36.95,1441.05,two-year,bank_transfer,fiber_optic,9,1,0
CUST_0463,18,84.92,1528.56,two-year,mailed_check,dsl,4,1,0
CUST_0464,5,72.47,362.35,two-year,bank_transfer,dsl,3,1,0
CUST_0465,46,65.66,3020.36,month-to-month,bank_transfer,dsl,1,1,1
CUST_0466,34,85.27,2899.18,two-year,bank_transfer,none,5,0,1
CUST_0467,29,86.98,2522.42,one-year,mailed_check,dsl,5,1,0
CUST_0468,60,96.61,5796.6,one-year,credit_card,none,9,0,0
CUST_0469,25,65.04,1626.0,two-year,mailed_check,none,4,1,1
CUST_0470,20,32.36,647.2,month-to-month,electronic_check,dsl,9,1,1
CUST_0471,24,90.1,2162.4,one-year,electronic_check,none,2,1,0
CUST_0472,1,60.68,60.68,month-to-month,bank_transfer,none,2,1,0
CUST_0473,12,31.65,379.8,one-year,mailed_check,dsl,6,1,0
CUST_0474,5,68.04,340.2,two-year,electronic_check,fiber_optic,5,0,1
CUST_0475,1,76.4,76.4,month-to-month,bank_transfer,none,5,1,1
CUST_0476,50,65.3,3265.0,one-year,bank_transfer,fiber_optic,0,1,0
CUST_0477,59,85.5,5044.5,two-year,electronic_check,dsl,2,1,0
CUST_0478,63,52.33,3296.79,month-to-month,bank_transfer,dsl,0,0,1
CUST_0479,17,39.01,663.17,month-to-month,bank_transfer,fiber_optic,5,0,1
CUST_0480,33,89.41,2950.53,two-year,credit_card,none,0,0,0
CUST_0481,3,24.34,73.02,month-to-month,mailed_check,dsl,6,0,1
CUST_0482,61,83.17,5073.37,month-to-month,credit_card,dsl,6,0,1
CUST_0483,35,76.05,2661.75,two-year,bank_transfer,dsl,1,0,1
CUST_0484,14,64.8,907.2,two-year,bank_transfer,dsl,8,0,0
CUST_0485,53,46.58,2468.74,month-to-month,mailed_check,fiber_optic,7,1,1
CUST_0486,2,80.45,160.9,month-to-month,mailed_check,fiber_optic,1,0,0
CUST_0487,13,101.43,1318.59,two-year,bank_transfer,dsl,4,1,0
CUST_0488,13,93.19,1211.47,month-to-month,electronic_check,dsl,5,1,0
CUST_0489,13,96.61,1255.93,month-to-month,credit_card,fiber_optic,2,1,1
CUST_0490,57,105.96,6039.72,one-year,credit_card,dsl,5,0,1
CUST_0491,52,106.61,5543.72,one-year,mailed_check,none,7,1,0
CUST_0492,22,30.18,663.96,two-year,credit_card,fiber_optic,1,1,0
CUST_0493,62,92.2,5716.4,two-year,mailed_check,fiber_optic,9,1,0
CUST_0494,4,97.63,390.52,two-year,bank_transfer,dsl,7,0,0
CUST_0495,57,24.14,1375.98,one-year,electronic_check,fiber_optic,8,0,0
CUST_0496,44,66.72,2935.68,two-year,credit_card,dsl,3,1,0
CUST_0497,50,33.38,1669.0,two-year,credit_card,fiber_optic,2,1,0
CUST_0498,22,26.74,588.28,one-year,electronic_check,fiber_optic,5,1,1
CUST_0499,29,69.54,2016.66,one-year,mailed_check,fiber_optic,1,1,0
CUST_0500,58,27.92,1619.36,one-year,mailed_check,dsl,1,1,0
CUST_0501,3,29.24,87.72,one-year,credit_card,none,8,0,0
CUST_0502,39,100.11,3904.29,two-year,bank_transfer,none,7,1,1
CUST_0503,7,93.49,654.43,one-year,electronic_check,none,9,1,0
CUST_0504,47,84.43,3968.21,month-to-month,credit_card,none,3,0,1
CUST_0505,38,69.29,2633.02,one-year,credit_card,fiber_optic,2,1,1
CUST_0506,53,29.63,1570.39,two-year,bank_transfer,fiber_optic,1,1,0
CUST_0507,25,84.51,2112.75,month-to-month,mailed_check,fiber_optic,9,0,0
CUST_0508,58,61.16,3547.28,two-year,bank_transfer,dsl,0,0,0
CUST_0509,56,95.49,5347.44,one-year,bank_transfer,none,9,0,0
CUST_0510,17,29.32,498.44,two-year,electronic_check,none,6,1,0
CUST_0511,32,44.62,1427.84,one-year,electronic_check,dsl,2,0,0
CUST_0512,66,46.9,3095.4,two-year,electronic_check,none,8,0,1
CUST_0513,38,81.8,3108.4,two-year,bank_transfer,none,2,1,0
CUST_0514,46,70.61,3248.06,two-year,mailed_check,none,8,1,0
CUST_0515,55,92.75,5101.25,two-year,credit_card,fiber_optic,6,0,1
CUST_0516,8,37.99,303.92,month-to-month,electronic_check,none,4,0,0
CUST_0517,38,38.36,1457.68,two-year,credit_card,dsl,7,0,0
CUST_0518,72,97.84,7044.48,two-year,mailed_check,fiber_optic,8,1,0
CUST_0519,7,103.38,723.66,one-year,mailed_check,none,5,0,1
CUST_0520,33,38.28,1263.24,one-year,bank_transfer,none,5,0,0
CUST_0521,25,46.48,1162.0,month-to-month,credit_card,fiber_optic,2,0,1
CUST_0522,55,45.12,2481.6,one-year,bank_transfer,fiber_optic,9,1,1
CUST_0523,60,83.87,5032.2,month-to-month,credit_card,fiber_optic,5,0,0
CUST_0524,39,64.15,2501.85,two-year,electronic_check,fiber_optic,5,0,0
CUST_0525,67,26.14,1751.38,two-year,bank_transfer,dsl,8,1,1
CUST_0526,29,99.51,2885.79,two-year,electronic_check,dsl,5,1,1
CUST_0527,68,62.74,4266.32,two-year,credit_card,fiber_optic,5,1,1
CUST_0528,32,106.3,3401.6,two-year,electronic_check,dsl,1,1,1
CUST_0529,37,22.22,822.14,two-year,electronic_check,none,8,1,0
CUST_0530,38,100.85,3832.3,month-to-month,electronic_check,none,1,0,1
CUST_0531,69,67.99,4691.31,two-year,credit_card,fiber_optic,3,1,0
CUST_0532,27,68.4,1846.8,two-year,mailed_check,none,1,0,1
CUST_0533,43,23.41,1006.63,month-to-month,credit_card,fiber_optic,4,0,0
CUST_0534,30,101.99,3059.7,one-year,mailed_check,dsl,6,1,1
CUST_0535,50,80.6,4030.0,two-year,credit_card,none,9,0,0
CUST_0536,6,83.08,498.48,month-to-month,electronic_check,none,1,1,0
CUST_0537,39,74.59,2909.01,one-year,mailed_check,dsl,6,0,0
CUST_0538,69,39.79,2745.51,two-year,mailed_check,none,4,0,0
CUST_0539,48,106.17,5096.16,month-to-month,bank_transfer,fiber_optic,0,0,0
CUST_0540,51,68.34,3485.34,month-to-month,electronic_check,fiber_optic,5,0,1
CUST_0541,66,32.82,2166.12,month-to-month,bank_transfer,none,4,0,1
CUST_0542,7,96.62,676.34,two-year,mailed_check,none,8,0,1
CUST_0543,9,42.56,383.04,month-to-month,mailed_check,dsl,5,0,0
CUST_0544,31,29.0,899.0,two-year,credit_card,fiber_optic,5,1,0
CUST_0545,40,82.41,3296.4,month-to-month,electronic_check,dsl,6,0,1
CUST_0546,32,90.71,2902.72,two-year,mailed_check,dsl,5,0,0
CUST_0547,43,99.01,4257.43,one-year,mailed_check,dsl,4,1,0
CUST_0548,23,78.1,1796.3,month-to-month,electronic_check,fiber_optic,8,0,1
CUST_0549,10,85.47,854.7,month-to-month,credit_card,none,9,1,1
CUST_0550,28,101.57,2843.96,two-year,electronic_check,none,8,1,0
CUST_0551,20,52.92,1058.4,month-to-month,electronic_check,fiber_optic,7,0,1
CUST_0552,65,20.95,1361.75,month-to-month,bank_transfer,none,2,1,1
CUST_0553,19,86.23,1638.37,one-year,electronic_check,fiber_optic,3,1,1
CUST_0554,34,53.25,1810.5,month-to-month,bank_transfer,none,5,1,1
CUST_0555,59,99.34,5861.06,month-to-month,electronic_check,fiber_optic,8,1,0
CUST_0556,34,72.08,2450.72,two-year,bank_transfer,dsl,6,1,0
CUST_0557,10,66.5,665.0,one-year,bank_transfer,none,6,1,0
CUST_0558,45,63.82,2871.9,one-year,credit_card,none,2,1,0
CUST_0559,10,66.31,663.1,one-year,bank_transfer,fiber_optic,2,0,0
CUST_0560,16,79.5,1272.0,one-year,electronic_check,none,1,1,0
CUST_0561,62,38.96,2415.52,month-to-month,mailed_check,fiber_optic,3,0,1
CUST_0562,21,32.13,674.73,two-year,credit_card,none,2,0,0
CUST_0563,24,66.5,1596.0,one-year,credit_card,none,4,0,0
CUST_0564,61,98.06,5981.66,month-to-month,bank_transfer,dsl,9,0,0
CUST_0565,24,76.09,1826.16,two-year,electronic_check,fiber_optic,5,1,0
CUST_0566,9,40.68,366.12,one-year,bank_transfer,fiber_optic,0,0,0
CUST_0567,65,81.59,5303.35,month-to-month,credit_card,fiber_optic,7,0,0
CUST_0568,69,65.3,4505.7,month-to-month,credit_card,dsl,2,0,0
CUST_0569,56,66.98,3750.88,one-year,credit_card,none,8,1,1
CUST_0570,62,91.06,5645.72,one-year,electronic_check,none,9,0,1
CUST_0571,33,62.94,2077.02,month-to-month,credit_card,dsl,9,1,1
CUST_0572,1,83.82,83.82,month-to-month,credit_card,none,0,1,0
CUST_0573,41,56.8,2328.8,month-to-month,bank_transfer,dsl,9,1,1
CUST_0574,69,58.12,4010.28,one-year,electronic_check,none,6,0,0
CUST_0575,72,63.42,4566.24,one-year,mailed_check,dsl,4,1,0
CUST_0576,51,86.22,4397.22,two-year,credit_card,none,3,1,0
CUST_0577,21,29.03,609.63,two-year,mailed_check,dsl,8,0,1
CUST_0578,1,92.39,92.39,month-to-month,mailed_check,none,6,0,1
CUST_0579,29,53.38,1548.02,two-year,credit_card,none,6,1,0
CUST_0580,67,45.78,3067.26,two-year,credit_card,fiber_optic,7,1,1
CUST_0581,67,45.74,3064.58,month-to-month,bank_transfer,none,2,0,1
CUST_0582,1,107.81,107.81,month-to-month,electronic_check,dsl,5,1,1
CUST_0583,26,66.6,1731.6,two-year,credit_card,fiber_optic,8,1,0
CUST_0584,72,102.35,7369.2,one-year,electronic_check,dsl,3,0,0
CUST_0585,52,71.74,3730.48,one-year,bank_transfer,dsl,8,0,0
CUST_0586,65,46.48,3021.2,month-to-month,electronic_check,none,9,1,0
CUST_0587,49,70.69,3463.81,month-to-month,electronic_check,dsl,7,0,1
CUST_0588,34,26.08,886.72,two-year,bank_transfer,none,3,1,0
CUST_0589,46,66.49,3058.54,month-to-month,electronic_check,fiber_optic,4,0,1
CUST_0590,44,26.84,1180.96,month-to-month,mailed_check,dsl,5,0,0
CUST_0591,35,36.45,1275.75,two-year,bank_transfer,dsl,3,0,0
CUST_0592,34,38.61,1312.74,month-to-month,bank_transfer,none,5,0,0
CUST_0593,16,102.82,1645.12,two-year,mailed_check,none,0,0,0
CUST_0594,48,75.86,3641.28,one-year,electronic_check,dsl,2,1,0
CUST_0595,17,24.87,422.79,one-year,mailed_check,none,0,1,0
CUST_0596,23,61.15,1406.45,month-to-month,mailed_check,dsl,0,0,0
CUST_0597,49,72.29,3542.21,one-year,electronic_check,none,4,0,0
CUST_0598,31,44.25,1371.75,two-year,electronic_check,dsl,2,1,0
CUST_0599,54,83.06,4485.24,one-year,electronic_check,dsl,4,1,1
CUST_0600,17,108.13,1838.21,two-year,bank_transfer,fiber_optic,4,0,0
CUST_0601,49,37.65,1844.85,two-year,bank_transfer,dsl,0,0,0
CUST_0602,18,109.6,1972.8,two-year,electronic_check,dsl,4,1,0
CUST_0603,7,55.86,391.02,two-year,bank_transfer,fiber_optic,3,1,0
CUST_0604,13,60.49,786.37,one-year,electronic_check,dsl,5,1,0
CUST_0605,53,30.91,1638.23,two-year,bank_transfer,none,9,0,0
CUST_0606,37,51.96,1922.52,two-year,mailed_check,none,7,0,0
CUST_0607,37,61.74,2284.38,month-to-month,bank_transfer,none,5,1,0
CUST_0608,52,96.4,5012.8,month-to-month,credit_card,fiber_optic,5,0,1
CUST_0609,38,83.94,3189.72,two-year,mailed_check,dsl,7,1,0
CUST_0610,67,106.9,7162.3,one-year,bank_transfer,fiber_optic,0,0,0
CUST_0611,33,104.64,3453.12,two-year,credit_card,fiber_optic,2,1,1
CUST_0612,9,104.31,938.79,one-year,credit_card,fiber_optic,6,0,1
CUST_0613,20,27.59,551.8,one-year,electronic_check,fiber_optic,3,1,0
CUST_0614,17,31.81,540.77,month-to-month,credit_card,fiber_optic,5,1,0
CUST_0615,60,107.75,6465.0,two-year,electronic_check,none,7,0,0
CUST_0616,70,35.93,2515.1,two-year,mailed_check,none,9,1,0
CUST_0617,69,47.87,3303.03,one-year,mailed_check,none,3,0,0
CUST_0618,47,57.1,2683.7,month-to-month,electronic_check,fiber_optic,0,0,1
CUST_0619,61,68.16,4157.76,two-year,mailed_check,dsl,4,0,0
CUST_0620,38,73.73,2801.74,month-to-month,electronic_check,fiber_optic,6,1,1
CUST_0621,21,84.34,1771.14,two-year,mailed_check,dsl,3,1,1
CUST_0622,31,66.49,2061.19,two-year,electronic_check,dsl,8,1,0
CUST_0623,9,36.42,327.78,one-year,credit_card,none,7,1,1
CUST_0624,63,36.9,2324.7,month-to-month,bank_transfer,fiber_optic,8,0,1
CUST_0625,14,45.39,635.46,month-to-month,mailed_check,none,0,0,1
CUST_0626,2,64.42,128.84,one-year,mailed_check,dsl,7,1,0
CUST_0627,5,49.72,248.6,month-to-month,credit_card,dsl,6,0,1
CUST_0628,24,37.3,895.2,one-year,mailed_check,fiber_optic,1,0,0
CUST_0629,57,42.24,2407.68,month-to-month,bank_transfer,dsl,1,0,0
CUST_0630,40,104.26,4170.4,month-to-month,credit_card,none,8,0,1
CUST_0631,39,37.89,1477.71,month-to-month,bank_transfer,fiber_optic,3,1,1
CUST_0632,22,91.5,2013.0,two-year,credit_card,dsl,3,0,0
CUST_0633,61,81.96,4999.56,month-to-month,electronic_check,fiber_optic,3,0,1
CUST_0634,44,103.78,4566.32,two-year,credit_card,fiber_optic,5,0,0
CUST_0635,14,31.32,438.48,month-to-month,electronic_check,none,5,1,0
CUST_0636,3,82.03,246.09,one-year,bank_transfer,dsl,0,1,0
CUST_0637,72,46.52,3349.44,two-year,mailed_check,fiber_optic,9,0,0
CUST_0638,42,85.92,3608.64,one-year,bank_transfer,fiber_optic,8,0,1
CUST_0639,34,68.74,2337.16,one-year,credit_card,none,8,1,0
CUST_0640,3,75.78,227.34,one-year,bank_transfer,dsl,1,1,1
CUST_0641,64,88.92,5690.88,month-to-month,electronic_check,dsl,6,1,1
CUST_0642,67,79.3,5313.1,month-to-month,bank_transfer,fiber_optic,0,0,1
CUST_0643,25,28.89,722.25,two-year,mailed_check,none,7,1,1
CUST_0644,29,74.54,2161.66,month-to-month,credit_card,fiber_optic,7,0,1
CUST_0645,8,52.48,419.84,two-year,mailed_check,dsl,0,1,0
CUST_0646,10,95.1,951.0,month-to-month,bank_transfer,none,1,0,0
CUST_0647,69,54.68,3772.92,month-to-month,bank_transfer,none,2,1,0
CUST_0648,46,80.7,3712.2,two-year,mailed_check,fiber_optic,2,0,0
CUST_0649,65,50.38,3274.7,month-to-month,mailed_check,dsl,5,1,0
CUST_0650,53,88.78,4705.34,one-year,electronic_check,none,3,0,0
CUST_0651,71,103.35,7337.85,one-year,electronic_check,dsl,7,1,1
CUST_0652,5,108.47,542.35,two-year,credit_card,none,2,1,1
CUST_0653,29,39.33,1140.57,one-year,credit_card,none,4,0,1
CUST_0654,59,52.01,3068.59,month-to-month,electronic_check,dsl,9,0,1
CUST_0655,39,28.27,1102.53,one-year,bank_transfer,none,1,1,0
CUST_0656,23,63.94,1470.62,two-year,credit_card,none,4,0,0
CUST_0657,49,27.06,1325.94,month-to-month,electronic_check,dsl,6,1,0
CUST_0658,16,98.28,1572.48,month-to-month,credit_card,none,6,0,1
CUST_0659,6,48.74,292.44,two-year,bank_transfer,dsl,8,0,1
CUST_0660,51,107.39,5476.89,two-year,credit_card,fiber_optic,6,1,0
CUST_0661,19,31.9,606.1,month-to-month,mailed_check,none,0,1,1
CUST_0662,52,65.16,3388.32,two-year,bank_transfer,fiber_optic,7,0,0
CUST_0663,26,70.51,1833.26,two-year,bank_transfer,fiber_optic,1,1,0
CUST_0664,42,81.63,3428.46,two-year,credit_card,fiber_optic,6,1,1
CUST_0665,25,48.87,1221.75,two-year,credit_card,dsl,2,1,0
CUST_0666,57,76.09,4337.13,one-year,credit_card,fiber_optic,3,1,1
CUST_0667,11,30.11,331.21,month-to-month,bank_transfer,none,2,1,1
CUST_0668,15,47.46,711.9,one-year,credit_card,dsl,3,0,0
CUST_0669,67,87.53,5864.51,two-year,mailed_check,none,2,0,0
CUST_0670,68,23.91,1625.88,month-to-month,credit_card,dsl,3,1,1
CUST_0671,2,25.99,51.98,two-year,electronic_check,none,5,0,1
CUST_0672,50,40.81,2040.5,one-year,credit_card,dsl,7,0,1
CUST_0673,65,107.01,6955.65,two-year,credit_card,fiber_optic,3,1,0
CUST_0674,51,87.0,4437.0,month-to-month,electronic_check,none,5,1,1
CUST_0675,31,109.64,3398.84,two-year,electronic_check,fiber_optic,4,1,0
CUST_0676,4,104.97,419.88,one-year,bank_transfer,fiber_optic,5,1,0
CUST_0677,12,85.69,1028.28,two-year,bank_transfer,dsl,3,0,0
CUST_0678,40,101.88,4075.2,one-year,mailed_check,none,2,0,0
CUST_0679,70,81.56,5709.2,month-to-month,bank_transfer,dsl,8,0,1
CUST_0680,19,79.06,1502.14,two-year,bank_transfer,dsl,1,0,1
CUST_0681,19,85.44,1623.36,one-year,mailed_check,dsl,4,1,0
CUST_0682,36,33.68,1212.48,month-to-month,credit_card,fiber_optic,2,0,0
CUST_0683,35,74.5,2607.5,two-year,bank_transfer,none,3,0,0
CUST_0684,46,27.15,1248.9,one-year,bank_transfer,none,9,1,0
CUST_0685,48,36.56,1754.88,one-year,mailed_check,dsl,2,0,0
CUST_0686,5,56.77,283.85,month-to-month,electronic_check,dsl,3,0,0
CUST_0687,9,35.94,323.46,one-year,mailed_check,none,5,1,0
CUST_0688,55,56.44,3104.2,month-to-month,mailed_check,none,5,1,0
CUST_0689,69,67.27,4641.63,two-year,credit_card,none,1,1,0
CUST_0690,6,99.0,594.0,month-to-month,mailed_check,none,0,1,1
CUST_0691,7,37.09,259.63,one-year,mailed_check,dsl,4,1,1
CUST_0692,38,75.18,2856.84,month-to-month,bank_transfer,dsl,7,0,0
CUST_0693,15,36.18,542.7,two-year,bank_transfer,dsl,6,1,0
CUST_0694,23,60.83,1399.09,two-year,bank_transfer,dsl,1,1,0
CUST_0695,21,84.65,1777.65,month-to-month,credit_card,fiber_optic,7,1,1
CUST_0696,50,85.42,4271.0,two-year,bank_transfer,dsl,8,1,1
CUST_0697,22,102.1,2246.2,two-year,bank_transfer,fiber_optic,2,0,0
CUST_0698,7,57.76,404.32,one-year,mailed_check,dsl,2,0,0
CUST_0699,26,20.32,528.32,one-year,credit_card,dsl,7,1,0
CUST_0700,1,74.72,74.72,one-year,bank_transfer,fiber_optic,9,1,1
CUST_0701,57,27.15,1547.55,two-year,credit_card,fiber_optic,8,1,0
CUST_0702,72,93.81,6754.32,month-to-month,credit_card,fiber_optic,2,0,0
CUST_0703,5,33.08,165.4,month-to-month,electronic_check,dsl,1,0,1
CUST_0704,23,34.52,793.96,one-year,bank_transfer,dsl,9,1,0
CUST_0705,12,89.17,1070.04,one-year,electronic_check,dsl,1,1,0
CUST_0706,9,46.35,417.15,month-to-month,credit_card,none,4,1,0
CUST_0707,68,38.89,2644.52,month-to-month,credit_card,fiber_optic,9,0,1
CUST_0708,37,58.43,2161.91,one-year,electronic_check,none,9,1,0
CUST_0709,64,66.77,4273.28,two-year,mailed_check,dsl,2,0,0
CUST_0710,25,20.14,503.5,month-to-month,mailed_check,none,1,0,0
CUST_0711,54,57.26,3092.04,one-year,electronic_check,none,3,0,0
CUST_0712,37,42.9,1587.3,month-to-month,electronic_check,dsl,8,1,0
CUST_0713,15,81.73,1225.95,one-year,mailed_check,none,9,0,0
CUST_0714,25,49.75,1243.75,one-year,mailed_check,dsl,0,0,0
CUST_0715,59,100.29,5917.11,two-year,electronic_check,dsl,6,0,0
CUST_0716,39,70.84,2762.76,two-year,electronic_check,none,8,0,1
CUST_0717,43,91.96,3954.28,one-year,credit_card,fiber_optic,4,0,0
